asset,interval,timestamp,samples,features,accuracy,win_rate,cv_accuracy,cv_precision,cv_recall,cv_f1,top_features,model_type,calibrated
BTCUSDT,15m,2025-08-18T03:39:53.291825+00:00,1000,44,0.862,0.49,0.5048192771084337,0.483994653994654,0.4510574460517739,0.41326083050232204,[],rf,True
