ts,n,wr,avg_win,avg_loss,pf,expectancy,brier
2025-08-16T20:26:37.336876+08:00,1.0,1.0,7.1,,,,0.2798709008509724
2025-08-16T20:27:18.459137+08:00,1.0,1.0,7.1,,,,0.2798709008509724
2025-08-16T20:27:33.130832+08:00,1.0,1.0,7.1,,,,0.2798709008509724
2025-08-16T22:03:52.877222+08:00,1.0,1.0,7.1,,,,0.2798709008509724
2025-08-16T22:04:00.613706+08:00,1.0,1.0,7.1,,,,0.2798709008509724
